"017-002","29.595840454101562500,2.673552989959716797"
"018-002","29.684560775756835938,3.139122009277343750"
"019-002","29.770610809326171875,3.605771064758300781"
"020-002","29.853969573974609375,4.073468208312988281"
"021-002","29.934619903564453125,4.542192935943603516"
"022-002","30.012559890747070312,5.011890888214111328"
"023-002","30.087779998779296875,5.482529163360595703"
"024-002","30.160259246826171875,5.954102039337158203"
"025-002","30.229990005493164062,6.426566123962402344"
"026-002","30.296970367431640625,6.899910926818847656"
"027-002","30.361190795898437500,7.374063968658447266"
"028-002","30.422630310058593750,7.849037170410156250"
"029-002","30.481290817260742188,8.324739456176757812"
"030-002","30.537160873413085938,8.801189422607421875"
"031-002","30.590219497680664062,9.278342247009277344"
"032-002","30.640480041503906250,9.756164550781250000"
"033-002","30.687929153442382812,10.234609603881835938"
"034-002","30.732559204101562500,10.713629722595214844"
"035-002","30.774360656738281250,11.193260192871093750"
"036-002","30.813329696655273438,11.673399925231933594"
"037-002","30.849449157714843750,12.154029846191406250"
"038-002","30.882730484008789062,12.635060310363769531"
"039-002","30.913169860839843750,13.116570472717285156"
"040-002","30.940750122070312500,13.598469734191894531"
"041-002","30.965469360351562500,14.080679893493652344"
"042-002","30.987319946289062500,14.563099861145019531"
"043-002","31.006320953369140625,15.045940399169921875"
"044-002","31.022449493408203125,15.528920173645019531"
"045-002","31.035699844360351562,16.011999130249023438"
"046-002","31.046079635620117188,16.495460510253906250"
"047-002","31.053590774536132812,16.979129791259765625"
"048-002","31.058219909667968750,17.462219238281250000"
"049-002","31.059980392456054688,17.944049835205078125"
"050-002","31.058860778808593750,18.430240631103515625"
"051-002","31.054870605468750000,18.913639068603515625"
"052-002","31.048000335693359375,19.396900177001953125"
"053-002","31.038259506225585938,19.880239486694335938"
"054-002","31.025640487670898438,20.363470077514648438"
"055-002","31.010150909423828125,20.846540451049804688"
"056-002","30.991809844970703125,21.329370498657226562"
"057-002","30.970579147338867188,21.811979293823242188"
"058-002","30.946500778198242188,22.294179916381835938"
"059-002","30.919559478759765625,22.776189804077148438"
"060-002","30.889759063720703125,23.257730484008789062"
"061-002","30.857109069824218750,23.738870620727539062"
"062-002","30.821620941162109375,24.219650268554687500"
"063-002","30.783279418945312500,24.699869155883789062"
"064-002","30.742120742797851562,25.179550170898437500"
"065-002","30.698120117187500000,25.658760070800781250"
"066-002","30.651300430297851562,26.137310028076171875"
"067-002","30.601659774780273438,26.615299224853515625"
"068-002","30.549219131469726562,27.092580795288085938"
"069-002","30.493970870971679688,27.569179534912109375"
"070-002","30.435930252075195312,28.045099258422851562"
"071-002","30.375110626220703125,28.520219802856445312"
"072-002","30.311519622802734375,28.994539260864257812"
"073-002","30.245149612426757812,29.468069076538085938"
"074-002","30.176029205322265625,29.940729141235351562"
"075-002","30.104160308837890625,30.412509918212890625"
"076-002","30.029550552368164062,30.883359909057617188"
"077-002","29.952209472656250000,31.353290557861328125"
"078-002","29.872159957885742188,31.822210311889648438"
"079-002","29.789409637451171875,32.290130615234375000"
"080-002","29.703960418701171875,32.757019042968750000"
"081-002","29.615829467773437500,33.222850799560546875"
"082-002","29.525030136108398438,33.687580108642578125"
"083-002","29.431570053100585938,34.151191711425781250"
"084-002","29.335470199584960938,34.613658905029296875"
"000-003","28.106779098510742188,-5.213806152343750000"
"001-003","28.239860534667968750,-4.767416000366210938"
"002-003","28.370489120483398438,-4.319550991058349609"
"003-003","28.498649597167968750,-3.870215892791748047"
"004-003","28.624340057373046875,-3.419415950775146484"
"005-003","28.747520446777343750,-2.967199087142944336"
"006-003","28.868179321289062500,-2.513566970825195312"
"007-003","28.986309051513671875,-2.058552026748657227"
"008-003","29.101909637451171875,-1.602161049842834473"
"009-003","29.214929580688476562,-1.144441962242126465"
"010-003","29.325389862060546875,-0.685375213623046875"
"011-003","29.433250427246093750,-0.225027099251747131"
"012-003","29.538509368896484375,0.236606597900390625"
"013-003","29.641149520874023438,0.699504911899566650"
"014-003","29.741170883178710938,1.163622021675109863"
"015-003","29.838529586791992188,1.628937005996704102"
"016-003","29.933240890502929688,2.095442056655883789"
"017-003","30.025270462036132812,2.563071966171264648"
"018-003","30.114620208740234375,3.031830072402954102"
"019-003","30.201280593872070312,3.501691102981567383"
"020-003","30.285219192504882812,3.972598075866699219"
"021-003","30.366449356079101562,4.444577217102050781"
"022-003","30.444950103759765625,4.917548179626464844"
"023-003","30.520700454711914062,5.391479969024658203"
"024-003","30.593700408935546875,5.866376876831054688"
"025-003","30.663930892944335938,6.342183113098144531"
"026-003","30.731399536132812500,6.818837165832519531"
"027-003","30.796070098876953125,7.296391963958740234"
"028-003","30.857959747314453125,7.774723052978515625"
"029-003","30.917049407958984375,8.253874778747558594"
"030-003","30.973320007324218750,8.733713150024414062"
"031-003","31.026769638061523438,9.214297294616699219"
"032-003","31.077400207519531250,9.695579528808593750"
"033-003","31.125200271606445312,10.177499771118164062"
"034-003","31.170150756835937500,10.660030364990234375"
"035-003","31.212259292602539062,11.143130302429199219"
"036-003","31.251510620117187500,11.626740455627441406"
"037-003","31.287900924682617188,12.110870361328125000"
"038-003","31.321430206298828125,12.595459938049316406"
"039-003","31.352090835571289062,13.080519676208496094"
"040-003","31.379859924316406250,13.565930366516113281"
"041-003","31.404769897460937500,14.051710128784179688"
"042-003","31.426790237426757812,14.537679672241210938"
"043-003","31.445920944213867188,15.024080276489257812"
"044-003","31.462160110473632812,15.510609626770019531"
"045-003","31.475519180297851562,15.997280120849609375"
"046-003","31.485979080200195312,16.484310150146484375"
"047-003","31.493539810180664062,16.971490859985351562"
"048-003","31.498210906982421875,17.458599090576171875"
"049-003","31.499980926513671875,17.944049835205078125"
"050-003","31.498859405517578125,18.432960510253906250"
"051-003","31.494829177856445312,18.920259475708007812"
"052-003","31.487909317016601562,19.407230377197265625"
"053-003","31.478099822998046875,19.894140243530273438"
"054-003","31.465389251708984375,20.381050109863281250"
"055-003","31.449789047241210938,20.867649078369140625"
"056-003","31.431299209594726562,21.353979110717773438"
"057-003","31.409919738769531250,21.840179443359375000"
"058-003","31.385660171508789062,22.325950622558593750"
"059-003","31.358520507812500000,22.811449050903320312"
"060-003","31.328500747680664062,23.296539306640625000"
"061-003","31.295619964599609375,23.781200408935546875"
"062-003","31.259859085083007812,24.265470504760742188"
"063-003","31.221250534057617188,24.749189376831054688"
"064-003","31.179769515991210938,25.232429504394531250"
"065-003","31.135459899902343750,25.715049743652343750"
"066-003","31.088289260864257812,26.197120666503906250"
"067-003","31.038290023803710938,26.678560256958007812"
"068-003","30.985469818115234375,27.159290313720703125"
"069-003","30.929819107055664062,27.639329910278320312"
"070-003","30.871360778808593750,28.118629455566406250"
"071-003","30.810100555419921875,28.597150802612304688"
"072-003","30.746049880981445312,29.074850082397460938"
"073-003","30.679199218750000000,29.551729202270507812"
"074-003","30.609579086303710938,30.027740478515625000"
"075-003","30.537200927734375000,30.502819061279296875"
"076-003","30.462049484252929688,30.976980209350585938"
"077-003","30.384170532226562500,31.450159072875976562"
"078-003","30.303550720214843750,31.922340393066406250"
"079-003","30.220209121704101562,32.393520355224609375"
"080-003","30.134159088134765625,32.863609313964843750"
"081-003","30.045400619506835938,33.332611083984375000"
"082-003","29.953960418701171875,33.800510406494140625"
"083-003","29.859849929809570312,34.267269134521484375"
"084-003","29.763080596923828125,34.732841491699218750"
"000-004","28.523050308227539062,-5.375710010528564453"
"001-004","28.657009124755859375,-4.926589965820312500"
"002-004","28.788509368896484375,-4.475933074951171875"
"003-004","28.917530059814453125,-4.023797988891601562"
"004-004","29.044050216674804688,-3.570173025131225586"
"005-004","29.168060302734375000,-3.115087985992431641"
"006-004","29.289539337158203125,-2.658576965332031250"
"007-004","29.408470153808593750,-2.200654983520507812"
"008-004","29.524850845336914062,-1.741320013999938965"
"009-004","29.638639450073242188,-1.280622005462646484"
"010-004","29.749860763549804688,-0.818559587001800537"
"011-004","29.858459472656250000,-0.355163604021072388"
"012-004","29.964450836181640625,0.109525702893733978"
"013-004","30.067800521850585938,0.575485229492187500"
"014-004","30.168510437011718750,1.042716979980468750"
"015-004","30.266559600830078125,1.511165976524353027"
"016-004","30.361930847167968750,1.980818033218383789"
"017-004","30.454610824584960938,2.451637029647827148"
"018-004","30.544589996337890625,2.923616886138916016"
"019-004","30.631860733032226562,3.396697044372558594"
"020-004","30.716400146484375000,3.870867967605590820"
"021-004","30.798200607299804688,4.346110820770263672"
"022-004","30.877260208129882812,4.822383880615234375"
"023-004","30.953559875488281250,5.299631118774414062"
"024-004","31.027080535888671875,5.777871131896972656"
"025-004","31.097820281982421875,6.257006168365478516"
"026-004","31.165769577026367188,6.737061977386474609"
"027-004","31.230920791625976562,7.217997074127197266"
"028-004","31.293249130249023438,7.699756145477294922"
"029-004","31.352760314941406250,8.182315826416015625"
"030-004","31.409439086914062500,8.665605545043945312"
"031-004","31.463289260864257812,9.149692535400390625"
"032-004","31.514289855957031250,9.634444236755371094"
"033-004","31.562429428100585938,10.119850158691406250"
"034-004","31.607719421386718750,10.605879783630371094"
"035-004","31.650129318237304688,11.092490196228027344"
"036-004","31.689670562744140625,11.579660415649414062"
"037-004","31.726339340209960938,12.067359924316406250"
"038-004","31.760110855102539062,12.555509567260742188"
"039-004","31.790990829467773438,13.044090270996093750"
"040-004","31.818979263305664062,13.533049583435058594"
"041-004","31.844060897827148438,14.022459983825683594"
"042-004","31.866249084472656250,14.512040138244628906"
"043-004","31.885520935058593750,15.002059936523437500"
"044-004","31.901889801025390625,15.492280006408691406"
"045-004","31.915340423583984375,15.982480049133300781"
"046-004","31.925870895385742188,16.472990036010742188"
"047-004","31.933500289916992188,16.963909149169921875"
"048-004","31.938199996948242188,17.454280853271484375"
"049-004","31.939979553222656250,17.944049835205078125"
"050-004","31.938850402832031250,18.436109542846679688"
"051-004","31.934799194335937500,18.927040100097656250"
"052-004","31.927829742431640625,19.417619705200195312"
"053-004","31.917940139770507812,19.908140182495117188"
"054-004","31.905130386352539062,20.398660659790039062"
"055-004","31.889419555664062500,20.888870239257812500"
"056-004","31.870790481567382812,21.378810882568359375"
"057-004","31.849250793457031250,21.868629455566406250"
"058-004","31.824810028076171875,22.357969284057617188"
"059-004","31.797470092773437500,22.847030639648437500"
"060-004","31.767229080200195312,23.335720062255859375"
"061-004","31.734109878540039062,23.823930740356445312"
"062-004","31.698089599609375000,24.311740875244140625"
"063-004","31.659189224243164062,24.799039840698242188"
"064-004","31.617410659790039062,25.285800933837890625"
"065-004","31.572769165039062500,25.771930694580078125"
"066-004","31.525260925292968750,26.257469177246093750"
"067-004","31.474889755249023438,26.742399215698242188"
"068-004","31.421680450439453125,27.226600646972656250"
"069-004","31.365629196166992188,27.710109710693359375"
"070-004","31.306749343872070312,28.192850112915039062"
"071-004","31.245040893554687500,28.674770355224609375"
"072-004","31.180519104003906250,29.155879974365234375"
"073-004","31.113199234008789062,29.636129379272460938"
"074-004","31.043069839477539062,30.115510940551757812"
"075-004","30.970169067382812500,30.593940734863281250"
"076-004","30.894489288330078125,31.071420669555664062"
"077-004","30.816049575805664062,31.547920227050781250"
"078-004","30.734849929809570312,32.023380279541015625"
"079-004","30.650920867919921875,32.497791290283203125"
"080-004","30.564260482788085938,32.971118927001953125"
"081-004","30.474880218505859375,33.443340301513671875"
"082-004","30.382799148559570312,33.914421081542968750"
"083-004","30.288030624389648438,34.384338378906250000"
"084-004","30.190580368041992188,34.853050231933593750"
"000-005","28.939130783081054688,-5.538904190063476562"
"001-005","29.073980331420898438,-5.087018966674804688"
"002-005","29.206350326538085938,-4.633578777313232422"
"003-005","29.336219787597656250,-4.178630828857421875"
"004-005","29.463590621948242188,-3.722155094146728516"
"005-005","29.588430404663085938,-3.264208078384399414"
"006-005","29.710729598999023438,-2.804783105850219727"
"007-005","29.830480575561523438,-2.343908071517944336"
"008-005","29.947650909423828125,-1.881621956825256348"
"009-005","30.062219619750976562,-1.417935967445373535"
"010-005","30.174190521240234375,-0.952859878540039062"
"011-005","30.283550262451171875,-0.486421614885330200"
"012-005","30.390270233154296875,-0.018663410097360611"
"013-005","30.494340896606445312,0.450412809848785400"
"014-005","30.595750808715820312,0.920757293701171875"
"015-005","30.694480895996093750,1.392366051673889160"
"016-005","30.790519714355468750,1.865192055702209473"
"017-005","30.883850097656250000,2.339215993881225586"
"018-005","30.974470138549804688,2.814409017562866211"
"019-005","31.062360763549804688,3.290744066238403320"
"020-005","31.147499084472656250,3.768223047256469727"
"021-005","31.229890823364257812,4.246757984161376953"
"022-005","31.309509277343750000,4.726328849792480469"
"023-005","31.386350631713867188,5.206933021545410156"
"024-005","31.460399627685546875,5.688532829284667969"
"025-005","31.531650543212890625,6.171082019805908203"
"026-005","31.600090026855468750,6.654531955718994141"
"027-005","31.665710449218750000,7.138889789581298828"
"028-005","31.728500366210937500,7.624110221862792969"
"029-005","31.788440704345703125,8.110136032104492188"
"030-005","31.845539093017578125,8.596920967102050781"
"031-005","31.899780273437500000,9.084471702575683594"
"032-005","31.951150894165039062,9.572748184204101562"
"033-005","31.999649047851562500,10.061670303344726562"
"034-005","32.045269012451171875,10.551259994506835938"
"035-005","32.087989807128906250,11.041449546813964844"
"036-005","32.127819061279296875,11.532130241394042969"
"037-005","32.164749145507812500,12.023420333862304688"
"038-005","32.198780059814453125,12.515159606933593750"
"039-005","32.229888916015625000,13.007390022277832031"
"040-005","32.258079528808593750,13.499979972839355469"
"041-005","32.283359527587890625,13.992980003356933594"
"042-005","32.305698394775390625,14.486200332641601562"
"043-005","32.325119018554687500,14.979809761047363281"
"044-005","32.341609954833984375,15.473609924316406250"
"045-005","32.355159759521484375,15.967599868774414062"
"046-005","32.365768432617187500,16.461759567260742188"
"047-005","32.373451232910156250,16.956380844116210938"
"048-005","32.378189086914062500,17.451059341430664062"
"049-005","32.379989624023437500,17.951539993286132812"
"050-005","32.378841400146484375,18.439239501953125000"
"051-005","32.374759674072265625,18.933769226074218750"
"052-005","32.367740631103515625,19.428070068359375000"
"053-005","32.357780456542968750,19.922239303588867188"
"054-005","32.344879150390625000,20.416379928588867188"
"055-005","32.329040527343750000,20.910270690917968750"
"056-005","32.310279846191406250,21.403810501098632812"
"057-005","32.288581848144531250,21.897319793701171875"
"058-005","32.263961791992187500,22.390350341796875000"
"059-005","32.236419677734375000,22.882989883422851562"
"060-005","32.205959320068359375,23.375230789184570312"
"061-005","32.172580718994140625,23.867080688476562500"
"062-005","32.136299133300781250,24.358480453491210938"
"063-005","32.097110748291015625,24.849309921264648438"
"064-005","32.055030822753906250,25.339630126953125000"
"065-005","32.010059356689453125,25.829320907592773438"
"066-005","31.962200164794921875,26.318380355834960938"
"067-005","31.911470413208007812,26.806800842285156250"
"068-005","31.857870101928710938,27.294540405273437500"
"069-005","31.801399230957031250,27.781530380249023438"
"070-005","31.742099761962890625,28.267719268798828125"
"071-005","31.679939270019531250,28.753099441528320312"
"072-005","31.614959716796875000,29.237640380859375000"
"073-005","31.547140121459960938,29.721309661865234375"
"074-005","31.476509094238281250,30.204069137573242188"
"075-005","31.403089523315429688,30.685880661010742188"
"076-005","31.326860427856445312,31.166709899902343750"
"077-005","31.247859954833984375,31.646539688110351562"
"078-005","31.166090011596679688,32.125301361083984375"
"079-005","31.081560134887695312,32.602989196777343750"
"080-005","30.994279861450195312,33.079601287841796875"
"081-005","30.904270172119140625,33.555038452148437500"
"082-005","30.811540603637695312,34.029338836669921875"
"083-005","30.716100692749023438,34.502429962158203125"
"084-005","30.617969512939453125,34.974311828613281250"
"000-006","29.355009078979492188,-5.703416824340820312"
"001-006","29.490749359130859375,-5.248760223388671875"
"002-006","29.624000549316406250,-4.792519092559814453"
"003-006","29.754739761352539062,-4.334735870361328125"
"004-006","29.882959365844726562,-3.875413894653320312"
"005-006","30.008640289306640625,-3.414563894271850586"
"006-006","30.131769180297851562,-2.952229022979736328"
"007-006","30.252319335937500000,-2.488419055938720703"
"008-006","30.370290756225585938,-2.023144006729125977"
"009-006","30.485649108886718750,-1.556445956230163574"
"010-006","30.598390579223632812,-1.088327050209045410"
"011-006","30.708499908447265625,-0.618827819824218750"
"012-006","30.815959930419921875,-0.147983595728874207"
"013-006","30.920749664306640625,0.324205398559570312"
"014-006","31.022869110107421875,0.797708511352539062"
"015-006","31.122289657592773438,1.272498965263366699"
"016-006","31.218999862670898438,1.748514056205749512"
"017-006","31.312999725341796875,2.225781917572021484"
"018-006","31.404249191284179688,2.704230070114135742"
"019-006","31.492759704589843750,3.183846950531005859"
"020-006","31.578510284423828125,3.664588928222656250"
"021-006","31.661489486694335938,4.146475791931152344"
"022-006","31.741680145263671875,4.629401206970214844"
"023-006","31.819070816040039062,5.113358974456787109"
"024-006","31.893659591674804688,5.598381042480468750"
"025-006","31.965419769287109375,6.084315776824951172"
"026-006","32.034358978271484375,6.571212768554687500"
"027-006","32.100448608398437500,7.059034824371337891"
"028-006","32.163700103759765625,7.547727108001708984"
"029-006","32.224079132080078125,8.037229537963867188"
"030-006","32.281589508056640625,8.527547836303710938"
"031-006","32.336231231689453125,9.018627166748046875"
"032-006","32.387969970703125000,9.510408401489257812"
"033-006","32.436828613281250000,10.002909660339355469"
"034-006","32.482780456542968750,10.496060371398925781"
"035-006","32.525821685791015625,10.989830017089843750"
"036-006","32.565940856933593750,11.484160423278808594"
"037-006","32.603149414062500000,11.979040145874023438"
"038-006","32.637420654296875000,12.474370002746582031"
"039-006","32.668769836425781250,12.970279693603515625"
"040-006","32.697170257568359375,13.466500282287597656"
"041-006","32.722629547119140625,13.963080406188964844"
"042-006","32.745151519775390625,14.460060119628906250"
"043-006","32.764709472656250000,14.957340240478515625"
"044-006","32.781318664550781250,15.454779624938964844"
"045-006","32.794971466064453125,15.952349662780761719"
"046-006","32.805660247802734375,16.450349807739257812"
"047-006","32.813400268554687500,16.948350906372070312"
"048-006","32.818168640136718750,17.446800231933593750"
"049-006","32.819980621337890625,17.947660446166992188"
"050-006","32.818828582763671875,18.442789077758789062"
"051-006","32.814720153808593750,18.940660476684570312"
"052-006","32.807640075683593750,19.438720703125000000"
"053-006","32.797611236572265625,19.936639785766601562"
"054-006","32.784610748291015625,20.434379577636718750"
"055-006","32.768661499023437500,20.931909561157226562"
"056-006","32.749759674072265625,21.429199218750000000"
"057-006","32.727901458740234375,21.926300048828125000"
"058-006","32.703090667724609375,22.423019409179687500"
"059-006","32.675350189208984375,22.919240951538085938"
"060-006","32.644660949707031250,23.415220260620117188"
"061-006","32.611038208007812500,23.910659790039062500"
"062-006","32.574489593505859375,24.405670166015625000"
"063-006","32.535011291503906250,24.900119781494140625"
"064-006","32.492618560791015625,25.394010543823242188"
"065-006","32.447311401367187500,25.887300491333007812"
"066-006","32.399108886718750000,26.379930496215820312"
"067-006","32.347999572753906250,26.871879577636718750"
"068-006","32.294010162353515625,27.363149642944335938"
